Order ID,Product Name,Category,Price,Quantity,Date
,,Electronics,,,2024/02/05
, MESSI ,Electronics,223.4,1,
1567,Messi,Electronics,,-1,2023-01-01
,,??,,-1,13-13-2023
ORD1569,,Home,,4,
1570,Messi#,Electronics,388.92,-1,13-13-2023
ORD1571,,,,7,2024/02/05
,,,11.57,-1,13-13-2023
,Messi#,??,,-1,13-13-2023
ORD1574,,Clothing,434.46,3,2024/02/05
1575,,Electronics,27.87,,2023-01-01
,Messi,Electronics,,5,2024/02/05
,Messi,??,42.26,,
ORD1578,,Electronics,223.98,7,
1579, MESSI ,??,N/A,,2023-01-01
1580,Messi#,Electronics,,1,2024/02/05
, MESSI ,Clothing,410.55,,2024/02/05
,Messi!!,Electronics,452.59,-1,2024/02/05
1583,,,,,
,,,40.11,-1,13-13-2023
,Messi#,Clothing,,,
ORD1586,Messi!!,??,,-1,
ORD1587,Messi,??,201.65,,2023-01-01
1588,,,,-1,13-13-2023
,,??,,,2023-01-01
,,Clothing,,,2023-01-01
ORD1591,Messi#,??,159.56,,
,messi,,N/A,-1,
ORD1593,messi,??,N/A,-1,2023-01-01
,Messi#,,,-1,2023-01-01
ORD1595,,??,N/A,,2024/02/05
,,,78.49,2,
ORD1597,Messi#,Clothing,115.71,,13-13-2023
1598, MESSI ,Home,107.6,-1,2024/02/05
,Messi#,,N/A,,2024/02/05
ORD1600,,,,,2023-01-01
,,??,,2,
,Messi,Electronics,294.52,9,2023-01-01
1603,,,194.26,,
ORD1604,Messi!!,??,,-1,
1605,,Home,,10,
,messi,??,N/A,,13-13-2023
1607,Messi#,Electronics,,7,13-13-2023
1608,Messi,Home,,,
, MESSI ,Clothing,454.65,,13-13-2023
ORD1610,,Home,107.1,1,2024/02/05
1611,Messi,,417.17,2,2023-01-01
ORD1612,messi,??,N/A,4,13-13-2023
ORD1613, MESSI ,??,283.67,3,
, MESSI ,??,N/A,2,
1615,Messi,??,227.53,-1,13-13-2023
ORD1616,messi,,N/A,-1,2024/02/05
,Messi,Electronics,,10,
,,Clothing,79.32,-1,13-13-2023
ORD1619,,,,,2023-01-01
ORD1620,messi,,N/A,,13-13-2023
, MESSI ,Clothing,,7,13-13-2023
,,,262.98,-1,
1623,Messi#,,24.43,8,2023-01-01
,Messi,??,,-1,
1625,Messi!!,??,N/A,4,
, MESSI ,Home,,,
1627, MESSI ,Clothing,,-1,13-13-2023
1628,Messi#,Clothing,145.97,,
1629,Messi!!,,,,13-13-2023
ORD1630,messi,Home,,,
1631,Messi#,Home,455.1,,2023-01-01
,,Clothing,,-1,13-13-2023
,Messi#,,,5,2024/02/05
,,Electronics,,-1,2024/02/05
,Messi,Electronics,94.78,-1,2024/02/05
1636, MESSI ,??,,,
,,Clothing,N/A,-1,13-13-2023
1638,Messi#,Electronics,,-1,
1639,,Electronics,N/A,,
,,??,,-1,2024/02/05
1641,Messi#,,216.36,-1,
,,,,,2023-01-01
1643,messi,??,,2,2023-01-01
,Messi!!,Electronics,,,13-13-2023
,Messi,,323.54,7,
,,,N/A,9,
, MESSI ,Clothing,,10,2024/02/05
ORD1648,Messi,,,,
ORD1649,,Electronics,,6,
1650,Messi,Home,,8,13-13-2023
1651,Messi,??,,,
,Messi,Home,,3,
ORD1653,,Electronics,432.15,,
,Messi!!,Clothing,,-1,
,,??,N/A,-1,2023-01-01
ORD1656,messi,Electronics,,-1,
,Messi,Clothing,N/A,-1,2024/02/05
1658,Messi#,Electronics,96.55,,
,Messi!!,Home,,,13-13-2023
,Messi#,??,,,2023-01-01
ORD1661, MESSI ,Clothing,129.1,,
ORD1662, MESSI ,,46.74,,13-13-2023
,messi,,N/A,1,
,Messi,Electronics,,-1,2024/02/05
, MESSI ,,,7,2024/02/05
1666,Messi,,N/A,,
1667,,Electronics,N/A,-1,
,,Home,,,2023-01-01
ORD1669, MESSI ,??,N/A,-1,
1670, MESSI ,Home,,-1,2023-01-01
,messi,Electronics,,,2024/02/05
,Messi!!,Electronics,221.35,,13-13-2023
ORD1673,,??,119.39,,2024/02/05
1674, MESSI ,??,,,
1675,Messi,??,,,2024/02/05
1676,Messi#,??,,,
,,Electronics,,7,
ORD1678,Messi!!,Electronics,,,2024/02/05
ORD1679,Messi!!,??,,,13-13-2023
ORD1680,,,,,2023-01-01
, MESSI ,Home,,-1,2023-01-01
,Messi#,,336.94,-1,
1683,,Clothing,,-1,2024/02/05
1684,messi,Clothing,,,2023-01-01
,Messi!!,Clothing,N/A,-1,2023-01-01
ORD1686,Messi,,N/A,-1,
ORD1687,,Electronics,N/A,-1,2024/02/05
ORD1688,,,,7,2023-01-01
,,Clothing,,,
,,Electronics,359.43,10,
ORD1691,Messi!!,??,,,
,,Home,,2,13-13-2023
,Messi#,Clothing,,,
,Messi,Clothing,,,
ORD1695,Messi#,Clothing,,,
1696,,Clothing,N/A,,
ORD1697, MESSI ,Clothing,N/A,,13-13-2023
ORD1698,Messi#,Clothing,395.01,10,13-13-2023
,Messi,Home,,-1,
,messi,Clothing,N/A,,2024/02/05
,Messi#,??,N/A,-1,2023-01-01
,,,,,
, MESSI ,Clothing,83.43,,2023-01-01
, MESSI ,,,,
,messi,Clothing,328.23,10,2023-01-01
1706, MESSI ,,410.79,6,
,,,25.37,,
,Messi!!,??,,6,2023-01-01
1709,Messi!!,Home,,,2023-01-01
,Messi#,Electronics,,,
ORD1711,Messi!!,??,N/A,-1,
,Messi#,Electronics,N/A,-1,
,Messi!!,,N/A,8,13-13-2023
1714,Messi#,??,,-1,
ORD1715,,Clothing,,-1,13-13-2023
,messi,Electronics,64.85,,
,Messi,??,230.94,-1,
,,??,269.58,,2024/02/05
,Messi#,,,,13-13-2023
,Messi#,Home,,-1,13-13-2023
1721,Messi#,Clothing,,,2023-01-01
,,,N/A,,
,,??,,9,
1724, MESSI ,,,10,2024/02/05
1725, MESSI ,??,387.27,,13-13-2023
ORD1726,Messi!!,,,,2023-01-01
1727,,,N/A,,
, MESSI ,,N/A,,
ORD1729,messi,Clothing,,5,2023-01-01
1730,Messi!!,,,,2024/02/05
1731,messi,??,,4,13-13-2023
ORD1732,,??,,-1,2023-01-01
1733,,Clothing,N/A,,2023-01-01
1734,,Clothing,,4,13-13-2023
ORD1735,,??,419.74,,
ORD1736,Messi,Electronics,374.8,9,2023-01-01
,Messi!!,Clothing,,,2024/02/05
,,,288.15,-1,2023-01-01
ORD1739, MESSI ,??,,,2024/02/05
ORD1740,messi,Electronics,43.94,,
ORD1741,Messi#,??,496.49,-1,
1742,Messi,Home,,,2024/02/05
,Messi#,,,-1,
,,,63.79,-1,
1745,,??,,,2023-01-01
ORD1746, MESSI ,Electronics,69.05,8,13-13-2023
ORD1747,Messi#,??,,,13-13-2023
1748,Messi!!,,N/A,,2023-01-01
,,Clothing,206.07,-1,2024/02/05
, MESSI ,,,,13-13-2023
1751,,,211.14,,
1752,Messi,,N/A,2,13-13-2023
,Messi,Clothing,403.91,,
ORD1754,Messi!!,Clothing,N/A,-1,
1755,messi,??,465.07,,2023-01-01
ORD1756, MESSI ,,N/A,-1,2023-01-01
,Messi!!,Clothing,,2,13-13-2023
,messi,Electronics,,,
,messi,Home,N/A,-1,2024/02/05
,Messi,Home,,3,
ORD1761,Messi#,??,,-1,2023-01-01
ORD1762,,Electronics,,-1,
ORD1763,,,,,2023-01-01
ORD1764,Messi#,,N/A,,
,messi,Electronics,N/A,8,
ORD1766,Messi#,??,,6,
,messi,Clothing,,,
ORD1768,,,,10,
,messi,,,10,
ORD1770,,Electronics,,,2023-01-01
,,??,,5,2023-01-01
ORD1772,,Home,,-1,
,Messi!!,,306.41,,2023-01-01
1774,Messi#,Home,334.75,,
1775,,Home,,9,13-13-2023
ORD1776,,Clothing,,1,2023-01-01
ORD1777,,Electronics,N/A,2,
,,??,N/A,,2024/02/05
,,Home,,-1,
ORD1780,Messi!!,Clothing,,,13-13-2023
,Messi,,N/A,,
1782,,,,9,2024/02/05
,Messi,,,,
,Messi#,,N/A,2,2024/02/05
,Messi,Electronics,,,13-13-2023
1786, MESSI ,,,,13-13-2023
ORD1787,,,406.06,5,
1788, MESSI ,??,34.19,-1,2023-01-01
,,Home,,,
ORD1790,,Clothing,37.74,,2023-01-01
1791,,Electronics,N/A,-1,
, MESSI ,Home,,,2024/02/05
,Messi!!,Clothing,N/A,5,2024/02/05
,Messi,,,4,13-13-2023
ORD1795,messi,Electronics,226.95,-1,2024/02/05
1796,Messi#,,,,2023-01-01
ORD1797,,??,,,
1798,Messi#,,222.24,,
ORD1799,Messi,Home,,-1,2023-01-01
,,Electronics,446.42,-1,13-13-2023
ORD1801,,Home,364.77,,2023-01-01
1802,Messi#,Electronics,158.59,,
ORD1803,messi,Electronics,256.29,5,13-13-2023
,Messi,,238.94,,13-13-2023
, MESSI ,,,,13-13-2023
ORD1806, MESSI ,??,N/A,,2023-01-01
,Messi,,128.92,,
,Messi,Electronics,N/A,,2024/02/05
, MESSI ,,,7,2023-01-01
ORD1810, MESSI ,,,4,2023-01-01
,messi,Home,293.22,1,2024/02/05
,Messi,Home,,-1,2024/02/05
ORD1813, MESSI ,,,-1,2024/02/05
,,,417.59,,13-13-2023
ORD1815,,,N/A,2,
ORD1816,messi,Clothing,,-1,2023-01-01
1817,Messi,??,,,2023-01-01
,Messi!!,,349.16,,
,messi,Home,,4,2024/02/05
ORD1820,Messi#,,,-1,
1821,Messi,Clothing,325.02,,2024/02/05
,,,154.91,2,
,messi,,471.55,,
,Messi#,Electronics,,,2023-01-01
1825,Messi!!,Clothing,N/A,10,
1826,,??,N/A,-1,13-13-2023
,Messi#,Home,,2,
,Messi#,??,N/A,,
, MESSI ,,,,
ORD1830,Messi!!,Clothing,221.69,-1,13-13-2023
, MESSI ,,N/A,,13-13-2023
ORD1832,,,N/A,,
ORD1833,Messi,,91.82,,
,Messi!!,,,-1,
,,,,,2023-01-01
,messi,Home,,,
,Messi#,,60.36,,13-13-2023
,,Home,,,2024/02/05
1839,,??,332.5,,2024/02/05
1840,Messi,Home,,8,2024/02/05
,messi,??,N/A,,13-13-2023
ORD1842, MESSI ,,N/A,-1,
,messi,,,10,2024/02/05
ORD1844, MESSI ,Clothing,,10,
1845,Messi!!,Home,,5,13-13-2023
,,??,,,
,messi,,393.82,-1,
1848,Messi#,Home,242.67,-1,2023-01-01
,Messi!!,Clothing,,,
1850,,Clothing,,5,2024/02/05
ORD1851, MESSI ,,,-1,
1852, MESSI ,,421.26,-1,13-13-2023
ORD1853,Messi#,Home,,,13-13-2023
1854,Messi#,??,N/A,,2023-01-01
,,Home,,10,2023-01-01
,,,205.85,,13-13-2023
1857,Messi!!,Home,,,
ORD1858,messi,,,,2023-01-01
ORD1859,,Home,N/A,,13-13-2023
1860,Messi!!,,,2,2023-01-01
,Messi!!,??,N/A,-1,13-13-2023
ORD1862,,??,N/A,5,
,,,N/A,6,
,messi,,N/A,,2024/02/05
,Messi#,??,,-1,13-13-2023
ORD1866,Messi,??,,2,2024/02/05
,Messi,Home,,-1,2024/02/05
1868,,??,N/A,4,
1869, MESSI ,,N/A,2,2024/02/05
,messi,Home,136.79,,13-13-2023
,messi,,,3,13-13-2023
,messi,Clothing,N/A,-1,
ORD1873,Messi!!,??,79.75,,2024/02/05
, MESSI ,,,4,2024/02/05
ORD1875,Messi#,Clothing,,,2024/02/05
1876,messi,,N/A,-1,
1877,Messi,,,,
,Messi,Electronics,,,13-13-2023
ORD1879,Messi!!,Electronics,N/A,,2023-01-01
1880, MESSI ,??,,,
ORD1881,Messi,??,,-1,
ORD1882,Messi#,Home,,-1,
, MESSI ,,,,2023-01-01
ORD1884,Messi!!,Electronics,364.06,,
,Messi!!,Electronics,,,
,Messi,,,,2023-01-01
,,Clothing,,7,2023-01-01
,messi,??,,7,2023-01-01
,,,,,2023-01-01
,Messi#,,337.4,,2023-01-01
,Messi,Clothing,,10,2024/02/05
ORD1892,,??,,-1,2023-01-01
,Messi#,,377.03,,2024/02/05
,Messi,??,,1,13-13-2023
,Messi#,,,,
,Messi,Electronics,,,2024/02/05
,messi,Clothing,,,2023-01-01
,Messi#,Clothing,432.61,-1,13-13-2023
ORD1899,,??,,,2023-01-01
ORD1900,messi,,,,
,Messi#,,312.0,-1,2024/02/05
ORD1902,,,N/A,,2024/02/05
,Messi,Clothing,120.73,5,2023-01-01
,,Electronics,N/A,,2023-01-01
, MESSI ,Home,,9,2024/02/05
ORD1906,Messi!!,??,,,13-13-2023
,Messi#,Electronics,N/A,,2023-01-01
,Messi,,,-1,
, MESSI ,??,,,
1910,Messi,??,,4,13-13-2023
,,??,10.5,,2023-01-01
,Messi,??,,,13-13-2023
ORD1913,,??,237.73,,
ORD1914,Messi!!,??,371.48,-1,2023-01-01
,messi,,,-1,13-13-2023
,Messi,Home,N/A,-1,13-13-2023
ORD1917,Messi,Clothing,,3,13-13-2023
ORD1918,Messi#,Electronics,,5,13-13-2023
,Messi,??,N/A,,2024/02/05
1920,Messi,,,3,
1921, MESSI ,Home,,-1,2024/02/05
,Messi,??,N/A,,
,messi,Clothing,N/A,,
1924,,Home,171.87,,
,Messi!!,,,,
ORD1926, MESSI ,Home,266.87,,
,Messi!!,??,,,
1928, MESSI ,,322.23,1,2024/02/05
1929,,Home,340.31,,
1930,messi,??,,-1,13-13-2023
1931,Messi!!,??,458.08,,
,,,,,2024/02/05
1933, MESSI ,Clothing,,-1,
, MESSI ,,,,
,messi,Home,449.53,2,2024/02/05
ORD1936,Messi,Electronics,N/A,,
, MESSI ,??,,,2024/02/05
ORD1938, MESSI ,Electronics,,9,
ORD1939,,Electronics,N/A,,
ORD1940,,Electronics,130.17,4,2024/02/05
ORD1941,messi,??,,-1,13-13-2023
,,Home,,-1,
ORD1943,,,,,13-13-2023
ORD1944, MESSI ,Clothing,,,2023-01-01
,,Clothing,96.71,,
,messi,??,,6,
ORD1947,Messi#,,,-1,
,,Clothing,N/A,,13-13-2023
1949,messi,Electronics,345.8,-1,
,messi,,,,2024/02/05
,,Home,,-1,
,Messi!!,??,,,2024/02/05
1953,messi,Home,N/A,3,
1954,Messi!!,??,,,
,,Clothing,423.41,6,
,Messi#,Electronics,,-1,
,,Home,262.37,,13-13-2023
,,??,,,
ORD1959,Messi#,,425.92,5,2024/02/05
,Messi,Clothing,N/A,7,2023-01-01
ORD1961,Messi,??,,9,2024/02/05
, MESSI ,??,,,13-13-2023
1963,Messi!!,Home,,,
,Messi#,Home,,,
ORD1965,Messi#,,,-1,13-13-2023
, MESSI ,,N/A,,2024/02/05
, MESSI ,Electronics,,-1,2024/02/05
1968,Messi!!,,193.44,2,2023-01-01
1969,Messi!!,,,3,13-13-2023
,Messi,,N/A,5,2024/02/05
,messi,Clothing,,,13-13-2023
,Messi,Home,,-1,
1973,messi,??,,-1,
1974,Messi,Electronics,328.66,,2024/02/05
ORD1975,Messi,Home,275.36,-1,
,Messi#,Electronics,,,2023-01-01
ORD1977,,Clothing,,,2023-01-01
,Messi!!,Home,,,13-13-2023
1979,,??,,,2023-01-01
,messi,,N/A,,13-13-2023
,,Electronics,,,
,Messi#,,,7,2024/02/05
ORD1983,Messi#,Clothing,,2,
,,Home,243.23,6,
ORD1985,messi,Electronics,N/A,,2023-01-01
,Messi#,Home,N/A,,
,messi,,,,2024/02/05
ORD1988,Messi,Home,,,13-13-2023
ORD1989,Messi#,,N/A,,2023-01-01
,Messi#,Home,86.69,,2023-01-01
1991,Messi#,??,N/A,,
,Messi#,,138.33,,13-13-2023
,,,,,2024/02/05
,Messi#,,N/A,-1,
ORD1995,,,172.64,1,2023-01-01
1996,,Electronics,,-1,2023-01-01
,,,,7,
, MESSI ,,467.77,,
,,Electronics,,-1,
ORD2000,Messi#,,,,
,,Clothing,N/A,,2023-01-01
, MESSI ,Electronics,N/A,-1,2024/02/05
2003,Messi!!,,,5,2024/02/05
2004,Messi!!,,31.87,,
ORD2005,Messi#,Home,,9,
,Messi!!,Home,,,13-13-2023
,messi,Home,,5,
,,Home,N/A,6,
, MESSI ,Clothing,N/A,-1,
ORD2010,,,N/A,-1,
2011,,Clothing,N/A,,13-13-2023
,Messi!!,??,,,
,,Clothing,371.79,,13-13-2023
ORD2014,Messi#,Clothing,,-1,2023-01-01
,,Clothing,342.13,5,2023-01-01
,,Electronics,N/A,,2023-01-01
ORD2017,,??,150.89,,2023-01-01
,Messi,Electronics,,,2024/02/05
2019,,??,239.7,8,
,messi,,,,
,messi,Clothing,N/A,-1,13-13-2023
ORD2022,Messi#,,,,
,,,N/A,-1,
2024,Messi#,??,334.77,,
,messi,,N/A,,2023-01-01
, MESSI ,Electronics,,-1,
,Messi,,N/A,4,
,Messi!!,,,9,13-13-2023
,messi,Home,N/A,-1,
2030,,,171.43,,
2031,,Clothing,N/A,-1,
2032,,,235.55,,13-13-2023
,Messi,Home,,4,2023-01-01
2034,messi,,N/A,1,2023-01-01
2035,Messi,Electronics,,10,2023-01-01
ORD2036,,Clothing,N/A,,2024/02/05
,Messi!!,,,9,2024/02/05
,messi,Home,,3,13-13-2023
2039,Messi#,??,,,2024/02/05
2040,messi,,,,
,,Home,N/A,10,2023-01-01
ORD2042,Messi#,Home,,,13-13-2023
,Messi,??,,-1,13-13-2023
2044,Messi!!,Clothing,466.14,6,
2045,Messi,Home,,4,
ORD2046,,??,,,2024/02/05
2047,Messi#,Home,N/A,,13-13-2023
ORD2048,Messi#,??,57.32,-1,
ORD2049, MESSI ,Clothing,,-1,
,Messi#,,,,
ORD2051,Messi#,,,,
ORD2052,,Home,,,
,Messi#,??,,2,
,,,,-1,
2055,messi,Clothing,103.78,,2024/02/05
ORD2056,,,N/A,,2024/02/05
,Messi,,,10,13-13-2023
2058, MESSI ,Clothing,25.02,,
2059,,,365.07,,2023-01-01
ORD2060,Messi,??,N/A,-1,
ORD2061, MESSI ,??,N/A,,2023-01-01
2062,,Home,,-1,13-13-2023
,messi,Home,N/A,,
2064,Messi!!,Clothing,77.5,7,2023-01-01
2065,Messi!!,,,,
,Messi,Electronics,40.88,-1,2023-01-01
, MESSI ,,N/A,,2023-01-01
,Messi#,Home,N/A,-1,
ORD2069,Messi,,,,
,Messi#,,,,13-13-2023
,messi,,,-1,2023-01-01
2072, MESSI ,??,,-1,
2073,Messi#,Electronics,,-1,13-13-2023
ORD2074,Messi#,Electronics,,-1,2024/02/05
,messi,,,7,2023-01-01
,,Electronics,368.27,,2023-01-01
2077,Messi#,Home,N/A,-1,
,Messi#,,N/A,,
ORD2079,Messi!!,Clothing,N/A,,
, MESSI ,Clothing,,-1,2023-01-01
,,,437.32,,
2082,Messi#,,,,
ORD2083,Messi#,Clothing,,2,2023-01-01
, MESSI ,,,-1,
,,Home,,-1,13-13-2023
2086,Messi,,271.53,-1,
2087,,,116.58,5,2024/02/05
,Messi!!,Clothing,461.5,,
ORD2089,messi,,,,2024/02/05
2090,Messi,Electronics,N/A,-1,2024/02/05
,,,,,
ORD2092,Messi,Electronics,,,
,,Electronics,214.79,5,2024/02/05
,messi,Home,,,13-13-2023
,,,,5,2024/02/05
2096,,Electronics,N/A,7,
2097, MESSI ,Clothing,,,
,Messi!!,,83.1,,
,Messi,,,-1,13-13-2023
, MESSI ,Home,,,2023-01-01
2101,Messi#,Home,259.02,,
2102, MESSI ,Electronics,,,2023-01-01
ORD2103,Messi,Electronics,,,13-13-2023
,Messi!!,Clothing,,1,2023-01-01
2105,Messi!!,??,,,
ORD2106,Messi#,Home,N/A,,2023-01-01
2107,Messi#,??,199.08,,13-13-2023
ORD2108,,Clothing,,,2024/02/05
2109,Messi!!,,,-1,13-13-2023
,,,,,2023-01-01
,Messi!!,??,,-1,
, MESSI ,Home,,,2023-01-01
,,,267.62,-1,13-13-2023
ORD2114,,Clothing,288.83,,2023-01-01
2115,Messi!!,,200.83,2,2024/02/05
ORD2116,messi,Home,N/A,,2024/02/05
ORD2117,Messi#,,,,
ORD2118,Messi!!,Home,N/A,10,
ORD2119,Messi#,Clothing,,-1,
,Messi!!,Home,,,2024/02/05
,Messi#,,72.41,,2023-01-01
,messi,Clothing,,-1,2024/02/05
,,Clothing,,,2024/02/05
,Messi#,??,,-1,13-13-2023
,Messi#,Home,N/A,,
,Messi,,329.11,,13-13-2023
ORD2127,Messi,Clothing,N/A,3,
,Messi,Electronics,,8,13-13-2023
ORD2129,messi,Clothing,,,13-13-2023
,Messi!!,,,1,
2131,messi,,453.21,9,2024/02/05
,,Clothing,,10,
2133, MESSI ,,N/A,-1,
,Messi!!,Electronics,N/A,,2024/02/05
,,Electronics,N/A,-1,2024/02/05
,Messi,,N/A,,
ORD2137,Messi#,,,,
,Messi!!,,,,
,,,287.62,,
ORD2140,Messi!!,??,,,13-13-2023
, MESSI ,Electronics,,,2023-01-01
,,Electronics,,,
ORD2143,,,,,2023-01-01
ORD2144,messi,,449.04,-1,
ORD2145, MESSI ,Electronics,,-1,
ORD2146, MESSI ,,,,
2147,,Clothing,315.2,3,2023-01-01
,messi,Home,,-1,
2149,messi,Electronics,,-1,2023-01-01
,Messi,Clothing,,3,13-13-2023
ORD2151,messi,,,-1,13-13-2023
,Messi#,Clothing,479.38,,2023-01-01
2153,Messi!!,,498.64,-1,
ORD2154, MESSI ,Home,397.1,3,
,,,,,
,,,149.7,5,2023-01-01
ORD2157,messi,Home,N/A,-1,13-13-2023
,Messi#,??,N/A,,13-13-2023
2159,,,N/A,-1,13-13-2023
2160,Messi#,Home,,3,
,,Clothing,N/A,,13-13-2023
,,??,N/A,,13-13-2023
,messi,Clothing,327.2,3,2024/02/05
,,,267.25,,2024/02/05
,messi,,,,13-13-2023
,Messi,??,,-1,2023-01-01
,messi,Electronics,,,
,,Clothing,,-1,13-13-2023
ORD2169,Messi!!,,,,2023-01-01
ORD2170,messi,,262.96,,2024/02/05
ORD2171,Messi#,??,28.68,5,2023-01-01
2172,Messi!!,Clothing,N/A,-1,13-13-2023
,Messi!!,,230.3,,
ORD2174,Messi#,??,,,13-13-2023
ORD2175,Messi,Home,,-1,2024/02/05
,Messi#,Electronics,N/A,-1,13-13-2023
,,??,,,
ORD2178,Messi,Clothing,,,2023-01-01
,,,,,
, MESSI ,Home,N/A,,
,Messi#,Home,70.25,1,
,Messi!!,,,3,2024/02/05
2183,messi,Home,,-1,13-13-2023
,,,,,2023-01-01
,Messi,Clothing,N/A,1,
2186,,,,9,2024/02/05
2187,Messi,,,,13-13-2023
2188, MESSI ,??,116.82,,2024/02/05
,Messi#,Clothing,,,2024/02/05
, MESSI ,Home,N/A,-1,
ORD2191,,,N/A,,2024/02/05
2192,Messi,??,N/A,,13-13-2023
,messi,Electronics,228.29,2,2023-01-01
, MESSI ,Home,400.26,,
,Messi#,Home,,,
,,Home,245.12,,2024/02/05
,,,N/A,,2024/02/05
2198,Messi!!,??,,-1,13-13-2023
2199,Messi,,,,
ORD2200,Messi#,,135.02,,
ORD2201,Messi!!,??,493.85,-1,
,,,N/A,,13-13-2023
, MESSI ,,N/A,,13-13-2023
2204,,,314.94,-1,2024/02/05
2205,Messi#,Home,N/A,-1,
ORD2206,Messi!!,Clothing,N/A,-1,
,,??,,-1,13-13-2023
,Messi#,Electronics,470.19,,
,,Electronics,,4,2024/02/05
,,,,-1,
,,Electronics,,,13-13-2023
2212,Messi#,??,92.42,,13-13-2023
,Messi#,,,-1,13-13-2023
ORD2214,,,303.31,2,
2215,Messi,Clothing,21.8,-1,2024/02/05
2216,Messi#,,290.22,,
,,,,,13-13-2023
,,Home,,,
,Messi,Clothing,,3,
ORD2220,Messi#,Home,,-1,
,,,,,2023-01-01
ORD2222,messi,??,,4,2023-01-01
2223,Messi,Clothing,,,2023-01-01
ORD2224,Messi#,,N/A,1,
2225,Messi,Clothing,,-1,
2226,,Home,N/A,-1,13-13-2023
, MESSI ,Electronics,,,
,,??,N/A,,
, MESSI ,??,,,2023-01-01
, MESSI ,Electronics,,,2023-01-01
,Messi,,,-1,
ORD2232,Messi!!,,123.65,-1,2023-01-01
2233, MESSI ,Clothing,N/A,9,2023-01-01
ORD2234,Messi#,,,,2023-01-01
, MESSI ,,,,2023-01-01
,Messi#,Electronics,,-1,
2237,Messi#,Clothing,390.91,,
,,,,,13-13-2023
ORD2239, MESSI ,Clothing,,-1,13-13-2023
2240,,Clothing,168.91,,
,Messi,Electronics,N/A,-1,2024/02/05
,messi,Electronics,,,2023-01-01
,Messi!!,,410.22,,2024/02/05
ORD2244, MESSI ,Home,,-1,13-13-2023
,Messi#,,,8,13-13-2023
, MESSI ,Clothing,148.92,-1,2023-01-01
,Messi!!,,,-1,2023-01-01
,Messi,,N/A,9,2023-01-01
2249,,,68.47,,2023-01-01
2250,,Clothing,259.94,,13-13-2023
ORD2251,,??,,3,13-13-2023
ORD2252,,,N/A,,
ORD2253,,Clothing,,,13-13-2023
ORD2254,Messi!!,,N/A,3,2024/02/05
,Messi#,Clothing,244.62,-1,13-13-2023
,messi,,,-1,2024/02/05
2257,Messi,??,N/A,,13-13-2023
,,??,N/A,-1,
,Messi,Clothing,,,2023-01-01
2260,,Clothing,119.4,4,
,Messi!!,??,,-1,2023-01-01
2262,,Electronics,N/A,-1,2023-01-01
, MESSI ,Electronics,,,2023-01-01
ORD2264,messi,??,305.83,2,2024/02/05
, MESSI ,Home,,,
,,??,,1,2023-01-01
,messi,Clothing,,,
2268,,Clothing,N/A,-1,13-13-2023
ORD2269,,??,N/A,-1,13-13-2023
2270, MESSI ,Home,338.75,10,
2271, MESSI ,,,,
,,Clothing,74.0,,2023-01-01
,messi,??,,,13-13-2023
,Messi!!,Home,,-1,
,,Home,13.72,,
,,Clothing,N/A,,
2277,Messi,,,-1,
ORD2278,,??,,,2024/02/05
2279, MESSI ,??,,,2024/02/05
2280,,,,,
,Messi!!,Electronics,,,
ORD2282,,Home,N/A,8,
ORD2283,messi,Home,,,
,,,,,2023-01-01
,,,,,
,,,,,
ORD2287,Messi,Electronics,,-1,
2288,,??,,,
,Messi!!,,,10,
2290, MESSI ,??,,8,
2291,Messi!!,Home,,-1,
, MESSI ,??,,,13-13-2023
ORD2293, MESSI ,Clothing,N/A,,
2294,Messi!!,,N/A,,
2295,Messi!!,Home,419.14,5,
2296,,,,,
2297,,,N/A,,
ORD2298,,??,,,
ORD2299, MESSI ,Clothing,217.01,,
,Messi!!,,260.58,,2024/02/05
2301,,Home,N/A,6,2024/02/05
,Messi!!,,,-1,
2303,,??,355.53,,13-13-2023
,Messi!!,,N/A,,
,,??,149.08,-1,2024/02/05
ORD2306,Messi!!,Clothing,,,2023-01-01
ORD2307,,??,,,
,,??,,-1,13-13-2023
,messi,Home,N/A,-1,
,Messi#,Home,N/A,,2023-01-01
ORD2311,Messi#,,,,2023-01-01
ORD2312,,??,,,
2313, MESSI ,Electronics,,,13-13-2023
ORD2314,,Clothing,98.84,-1,2023-01-01
2315, MESSI ,Clothing,,,13-13-2023
2316,Messi,,N/A,-1,
2317,,Clothing,,,13-13-2023
, MESSI ,,177.84,,13-13-2023
2319,,Electronics,,,2023-01-01
ORD2320,,,,-1,2024/02/05
ORD2321,Messi#,Electronics,N/A,8,2024/02/05
, MESSI ,,N/A,3,13-13-2023
,,Electronics,235.74,,
,,??,,,
,Messi!!,,,,
,Messi!!,Home,,,2023-01-01
,,Electronics,N/A,8,13-13-2023
, MESSI ,,,,2024/02/05
,,Clothing,N/A,-1,
2330,Messi#,Clothing,,2,13-13-2023
ORD2331,messi,Electronics,,,2024/02/05
2332, MESSI ,Home,,,
,Messi!!,??,,3,
2334,Messi,,466.27,,2024/02/05
,Messi#,,N/A,,
2336, MESSI ,,47.92,,2024/02/05
ORD2337,,??,431.53,,13-13-2023
,,Home,N/A,,
2339, MESSI ,,,,2024/02/05
ORD2340,messi,Electronics,,,2023-01-01
,,,,,13-13-2023
,Messi,Home,N/A,3,13-13-2023
